date,employee_title,location,employee_status,review_title,pros,cons,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Wed Nov 14 2018 14:59:34 GMT-0800 (北美太平洋标准时间), Software Engineer,"Menlo Park, CA",Former Employee ,First job out of school,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,5.0,5.0,2.0
Wed Oct 24 2018 14:16:17 GMT-0700 (北美太平洋夏令时间),,"Seattle, WA","Software Engineer in Seattle, WA",Really good company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Oct 26 2018 13:43:03 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,Referrals Program Specialist,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,4.0,5.0
Fri Oct 26 2018 13:45:38 GMT-0700 (北美太平洋夏令时间), Referral Program Specialist,"Menlo Park, CA",Current Employee ,Referral Program Specialist,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,4.0,4.0
Fri Nov 02 2018 07:21:08 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Former Employee ,Not a good place for seasoned professionals,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,2.0,5.0,3.0
Thu Oct 04 2018 09:48:33 GMT-0700 (北美太平洋夏令时间), Public Policy Manager,"Washington, DC",Current Employee ,The company is as bad as it looks from the outside,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,2.0,1.0,1.0,3.0,3.0
Mon Oct 15 2018 10:05:28 GMT-0700 (北美太平洋夏令时间), Director,"New York, NY",Current Employee ,Great time to work at Facebook,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,4.0,5.0,4.0
Mon Oct 08 2018 10:14:17 GMT-0700 (北美太平洋夏令时间), Recruiting Coordinator,"Menlo Park, CA",Current Employee ,Recruiting Coordinator (Contract converted to FTE),Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,4.0,3.0,4.0
Wed Oct 17 2018 12:05:47 GMT-0700 (北美太平洋夏令时间), Designer,"San Francisco, CA",Current Employee ,Designer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Tue Oct 09 2018 16:56:03 GMT-0700 (北美太平洋夏令时间), Industry Manager,"Menlo Park, CA",Current Employee ,Great company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,5.0
Mon Oct 08 2018 19:32:37 GMT-0700 (北美太平洋夏令时间),,"Chicago, IL",Current Employee ,It's a breath of fresh air.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 18 2018 19:33:10 GMT-0700 (北美太平洋夏令时间), Data Analyst,"Menlo Park, CA",Current Employee ,love it,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,3.0,4.0,5.0
Thu Oct 11 2018 18:30:56 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,data science,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,3.0
Sat Oct 27 2018 14:21:12 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Former Employee ,Worst experience of my life.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,3.0,1.0
Mon Oct 08 2018 17:55:03 GMT-0700 (北美太平洋夏令时间), Recruiting Coordinator,"San Francisco, CA",Current Employee ,Recruiting Coordinator,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Sep 12 2018 11:46:25 GMT-0700 (北美太平洋夏令时间),,"New York, NY",Current Employee ,No Chaos Monkeys Over Here,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Tue Sep 25 2018 12:04:23 GMT-0700 (北美太平洋夏令时间), Human Resources Leader,"Menlo Park, CA",Current Employee ,Human Resources,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Fri Oct 19 2018 00:17:19 GMT-0700 (北美太平洋夏令时间)," Software Developer, Community Operations Engineering","Menlo Park, CA",Former Employee ,"Software Developer, Community Operations Engineering",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,4.0,3.0,1.0
Mon Oct 15 2018 23:30:18 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA","Technical Sourcer in Menlo Park, CA",Technical sourcer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,5.0,3.0,4.0,2.0
Mon Oct 01 2018 15:22:43 GMT-0700 (北美太平洋夏令时间), Team Lead,"Austin, TX",Current Employee ,Fantastic company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 04 2018 16:42:43 GMT-0700 (北美太平洋夏令时间),,"San Francisco, CA",Current Employee ,Good people who believe in positive impact,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sun Sep 30 2018 20:13:24 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Seattle, WA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Mon Oct 15 2018 15:41:56 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA","Technical Sourcer in Menlo Park, CA",Technical Sourcer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,4.0,4.0
Mon Oct 01 2018 12:00:31 GMT-0700 (北美太平洋夏令时间), Manager,"Menlo Park, CA",Current Employee ,Great place to grow and make impact,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 24 2018 08:19:43 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,Doing the best work of my career,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Mon Sep 24 2018 09:39:16 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA"," in Menlo Park, CA",Fantastic culture that inspires authenticity and your best work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Sep 06 2018 22:07:17 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Mountain View, CA",Current Employee ,Does not look good on resume anymore,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,1.0,1.0,1.0,1.0,1.0
Mon Sep 24 2018 20:34:16 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Seattle, WA",Current Employee ,"good company, culture, , compensation",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Mon Sep 17 2018 18:29:36 GMT-0700 (北美太平洋夏令时间), Critical Facility Engineer,"Fort Worth, TX",Current Employee ,Best company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sun Sep 23 2018 18:30:51 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Perfect company for people growing,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,5.0
Thu Sep 20 2018 16:18:46 GMT-0700 (北美太平洋夏令时间), Manager,"Chicago, IL",Current Employee ,One year in and still amazing!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Sep 20 2018 23:23:01 GMT-0700 (北美太平洋夏令时间), Data Scientist,"Menlo Park, CA",Current Employee ,"Cutting-edge research, incredible culture",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,4.0,5.0,5.0
Wed Sep 19 2018 08:51:27 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Seattle, WA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,4.0,4.0,5.0,4.0
Tue Sep 11 2018 17:44:09 GMT-0700 (北美太平洋夏令时间), Senior Recruiter,"Menlo Park, CA",Current Employee ,Senior Recruiter,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Sep 12 2018 09:07:14 GMT-0700 (北美太平洋夏令时间), Engineering Manager,"Menlo Park, CA",Current Employee ,Perfect small big company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,4.0
Sun Sep 16 2018 22:19:27 GMT-0700 (北美太平洋夏令时间), Data Engineer,"Seattle, WA",Current Employee ,Awesome place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Aug 30 2018 19:52:27 GMT-0700 (北美太平洋夏令时间), Program Manager,"New York, NY",Current Employee ,Even better than advertised (zing...),Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sat Oct 13 2018 22:58:35 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,middle management needs to go,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,3.0,1.0
Thu Aug 23 2018 16:40:27 GMT-0700 (北美太平洋夏令时间), Software Engineer,"New York, NY",Current Employee ,Great Tech Firm to Work For,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Mon Sep 17 2018 10:34:31 GMT-0700 (北美太平洋夏令时间), Production Engineer,"Menlo Park, CA",Current Employee ,Great if you are young...,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,3.0,4.0,3.0
Wed Sep 05 2018 01:37:33 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,Do the best work of your life!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Sat Sep 01 2018 22:07:03 GMT-0700 (北美太平洋夏令时间), Administrative Assistant,"Menlo Park, CA",Former Employee ,Great on Paper- Not In Practice,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,2.0,3.0,5.0,2.0
Thu Oct 04 2018 20:08:59 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,"Talent colleagues, terrible work life balance and some very incompetent managers",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,2.0,3.0,5.0,3.0
Mon Sep 03 2018 06:38:55 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,Amazing place to develop and work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Thu Aug 30 2018 01:46:16 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,"Best combo of talent, fun, and impact",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sun Sep 02 2018 10:47:24 GMT-0700 (北美太平洋夏令时间), Software Engineer,"San Francisco, CA",Current Employee ,The best place I've ever worked.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Aug 09 2018 07:02:05 GMT-0700 (北美太平洋夏令时间), Director,"Menlo Park, CA",Former Employee ,"Great perks, good compensation, but if you don't fit the company narrative you'll be marginalized fairly quickly.",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,2.0,3.0,5.0,2.0
Sun Sep 16 2018 21:19:21 GMT-0700 (北美太平洋夏令时间), User Experience Researcher,"Menlo Park, CA",Current Employee ,"Great benefits, interesting people, too fast paced for meaningful work",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,3.0,5.0,5.0
Tue Sep 04 2018 10:43:09 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Software Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Aug 20 2018 12:57:45 GMT-0700 (北美太平洋夏令时间), Technical Program Manager,"Seattle, WA",Current Employee ,Great company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,4.0
Tue Sep 11 2018 20:10:14 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Los Angeles, CA",Current Employee ,Software Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,5.0,3.0,4.0,4.0
Sat Sep 01 2018 20:27:47 GMT-0700 (北美太平洋夏令时间), Enterprise Engineer,"Menlo Park, CA",Current Employee ,Enterprise Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Aug 31 2018 08:08:25 GMT-0700 (北美太平洋夏令时间), Senior Data Scientist,"Menlo Park, CA",Current Employee ,Great culture and perks,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Aug 06 2018 15:48:51 GMT-0700 (北美太平洋夏令时间), Business Analyst,"San Francisco, CA",Current Employee ,It's not only talk,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Wed Sep 05 2018 14:21:13 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Software Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,4.0,4.0,5.0,2.0
Wed Sep 12 2018 10:15:50 GMT-0700 (北美太平洋夏令时间), Product Designer,"Seattle, WA",Current Employee ,Product Design,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,2.0,4.0,5.0,3.0,4.0
Wed Aug 29 2018 11:23:23 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Former Employee ,Software Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,3.0,4.0,2.0,
Mon Sep 03 2018 00:20:09 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Software Engineer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,1.0,4.0,3.0,3.0,1.0
Tue Aug 21 2018 07:12:36 GMT-0700 (北美太平洋夏令时间), Director,"New York, NY",Current Employee ,Amazing company for Leaders,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Mon Aug 20 2018 09:18:43 GMT-0700 (北美太平洋夏令时间), Data Engineer,"Menlo Park, CA",Current Employee ,Awesome work culture for those who want to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Tue Aug 28 2018 07:40:11 GMT-0700 (北美太平洋夏令时间), Senior Software Engineer,"Menlo Park, CA",Current Employee ,Great Company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,5.0,4.0,4.0,4.0
Sat Aug 18 2018 08:05:11 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,Best Company Ever and Amazing Open Culture,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Aug 15 2018 20:29:02 GMT-0700 (北美太平洋夏令时间), Talent Scout,"San Francisco, CA",Current Employee ,The honeymoon never ends at FB!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,4.0,5.0
Thu Aug 16 2018 11:09:24 GMT-0700 (北美太平洋夏令时间), Technical Sourcer,"Chicago, IL",Current Employee ,Best talent/Best place,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,5.0,5.0,5.0,4.0
Tue Aug 14 2018 13:55:26 GMT-0700 (北美太平洋夏令时间),,"New York, NY",Current Employee ,Challenging work with incredible growth,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Aug 13 2018 16:35:14 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,Great place to be at,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,4.0
Mon Aug 13 2018 16:55:55 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Former Employee ,One of the better big companies,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Thu Aug 02 2018 12:10:40 GMT-0700 (北美太平洋夏令时间), Administrative Assistant,"Menlo Park, CA",Former Employee ,Best place to work!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,4.0,5.0,5.0
Sat Sep 01 2018 16:18:47 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Menlo Park, CA",Current Employee ,Minorities not welcome here,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,1.0,1.0
Wed Aug 01 2018 14:43:25 GMT-0700 (北美太平洋夏令时间), Recruiter,"San Francisco, CA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Tue Aug 07 2018 09:29:00 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Former Employee ,"Great coaching & feedback culture, but decisions are very top down",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,5.0,5.0,2.0,5.0,3.0
Fri Aug 03 2018 10:43:04 GMT-0700 (北美太平洋夏令时间), Product Designer,"Seattle, WA",Current Employee ,Amazing experience,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,4.0,5.0,4.0
Sat Aug 18 2018 21:49:10 GMT-0700 (北美太平洋夏令时间), Senior Software Engineer,"Menlo Park, CA",Current Employee ,Company without a soul,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,1.0,1.0
Sat Jul 07 2018 02:03:55 GMT-0700 (北美太平洋夏令时间), Hardware Engineering,"Menlo Park, CA",Current Employee ,Level of Care is Astonishing,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Tue Jul 17 2018 17:02:11 GMT-0700 (北美太平洋夏令时间), Helpdesk Specialist,"Menlo Park, CA",Current Employee ,Helpdesk Specialist,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,4.0,3.0,4.0
Thu Jul 12 2018 22:04:02 GMT-0700 (北美太平洋夏令时间), Product Designer,"Menlo Park, CA",Former Employee ,I have mixed emotions about Facebook,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,4.0,4.0,5.0,4.0
Thu Jul 26 2018 17:47:38 GMT-0700 (北美太平洋夏令时间),,"Ashburn, VA",Former Employee ,Network Technician,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Thu Jul 19 2018 14:14:16 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,Awesome Place to Work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Jul 30 2018 09:50:13 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Seattle, WA",Current Employee ,Best company!!! Best for ever!!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sat Aug 11 2018 06:22:54 GMT-0700 (北美太平洋夏令时间), Sales Operations,"New York, NY",Current Employee ,Sales Operations,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,5.0,4.0,4.0,4.0
Wed Jul 25 2018 23:15:21 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,"Biggest Con: It's So Great Working Here, You Will Never Want To Leave",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Thu Jul 19 2018 08:40:05 GMT-0700 (北美太平洋夏令时间), Technical Sourcer,"Seattle, WA",Current Employee ,Technical Sourcer - 6 months in,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,4.0
Tue Jul 03 2018 15:32:50 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Seattle, WA",Current Employee ,Good company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,5.0,5.0,5.0
Sun Jul 15 2018 18:47:28 GMT-0700 (北美太平洋夏令时间),,"Menlo Park, CA",Current Employee ,"Great company, surrounded by genuine and smart people and given amazing benefits!",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Sat Aug 18 2018 01:42:54 GMT-0700 (北美太平洋夏令时间), Technician,"Los Lunas, NM",Current Employee ,"Technician FB Data Center Los Lunas,NM",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,1.0,1.0
Tue Jul 10 2018 13:53:51 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Seattle, WA",Current Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,5.0,5.0,5.0,3.0
