date,employee_title,location,employee_status,review_title,pros,cons,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Sun Sep 22 2019 09:33:42 GMT-0700 (北美太平洋夏令时间), Technical Specialist,"Aventura, FL",Current Employee ,Apple Review,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,5.0,3.0,5.0,2.0
Fri Sep 06 2019 19:52:09 GMT-0700 (北美太平洋夏令时间), Specialist,"Paramus, NJ",Current Employee ,"Decent benefits, draining customer service job",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,5.0,5.0,5.0
Sat Oct 12 2019 21:04:08 GMT-0700 (北美太平洋夏令时间), Technical Support,"Midway, GA",Former Employee ,Cancerous management,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,5.0,1.0
Sat Sep 21 2019 21:46:28 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Get ready to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,1.0,3.0,2.0,4.0,2.0
Sat Oct 12 2019 11:18:13 GMT-0700 (北美太平洋夏令时间), Senior Program Manager,"Sunnyvale, CA",Current Employee ,Apple will not incentivize and doesn't implement over site nor a process when. awarding annual bonuses.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,2.0,1.0,1.0,1.0,1.0
Fri Sep 06 2019 06:53:33 GMT-0700 (北美太平洋夏令时间), Sales Associate,,Former Employee ,SWEET,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 06 2019 09:14:00 GMT-0700 (北美太平洋夏令时间), Creative,,Current Employee ,Great place to work!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 06 2019 12:23:35 GMT-0700 (北美太平洋夏令时间), Genius,,Current Employee ,My Interview Experiance,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,4.0,5.0,5.0
Sat Aug 31 2019 13:20:38 GMT-0700 (北美太平洋夏令时间), Apple At Home Advisor,"Atlanta, GA",Former Employee ,Good job with a good environment if you can handle constant phone calls,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,5.0,5.0,5.0,3.0
Thu Sep 05 2019 13:22:30 GMT-0700 (北美太平洋夏令时间), Supervisor,"Cupertino, CA",Current Employee ,Chef/PMI,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,3.0,3.0,3.0
Thu Sep 19 2019 23:24:53 GMT-0700 (北美太平洋夏令时间),,"New York, NY",Former Employee ,Good Company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,,,,,
Thu Sep 05 2019 00:16:14 GMT-0700 (北美太平洋夏令时间), Technical Specialist,"Pasadena, CA",Current Employee ,Good environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,4.0,4.0,3.0
Thu Sep 05 2019 09:18:07 GMT-0700 (北美太平洋夏令时间), Software Engineer,"Austin, TX",Current Employee ,Great stuff,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Sep 04 2019 17:54:23 GMT-0700 (北美太平洋夏令时间), Product Zone Specialist,"Nashville, TN",Current Employee ,"Great at first, now all about the numbers",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,3.0,4.0,4.0
Wed Sep 04 2019 20:39:55 GMT-0700 (北美太平洋夏令时间), Data Analyst,,Former Employee ,It is what it is,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Wed Sep 04 2019 21:47:19 GMT-0700 (北美太平洋夏令时间), Applecare At Home Advisor,"Scottsdale, AZ",Current Employee ,"Great company, good benefits",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,5.0,3.0,5.0,4.0
Wed Sep 04 2019 23:00:11 GMT-0700 (北美太平洋夏令时间), Creative Pro,"Cincinnati, OH",Former Employee ,Job review,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,4.0,3.0
Thu Sep 05 2019 11:46:12 GMT-0700 (北美太平洋夏令时间), IOS Technical Support Advisor,,Current Employee ,Pretty good if you're okay with the type of work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,3.0,5.0,4.0
Thu Sep 05 2019 12:56:40 GMT-0700 (北美太平洋夏令时间), Expert,"Los Angeles, CA",Former Employee ,Apple Retail,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,3.0,3.0,4.0
Wed Sep 18 2019 17:51:27 GMT-0700 (北美太平洋夏令时间), Sous Chef,,Current Employee ,OK at times,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,2.0,3.0,3.0,4.0,2.0
Wed Sep 18 2019 18:56:10 GMT-0700 (北美太平洋夏令时间), Technical Specialist,"Miami, FL",Former Employee ,Okay,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,2.0,1.0,2.0,1.0
Wed Sep 18 2019 23:34:51 GMT-0700 (北美太平洋夏令时间), Retail,,Current Employee ,retailer,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,5.0,4.0,2.0,5.0,3.0
Wed Sep 18 2019 23:42:25 GMT-0700 (北美太平洋夏令时间), Apple AHA,"Cupertino, CA",Current Employee ,"As with all jobs, there are ups and downs",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,2.0,4.0,4.0,3.0
Wed Sep 04 2019 06:16:13 GMT-0700 (北美太平洋夏令时间), SWE,"Cupertino, CA",Former Employee ,Enjoyed my time here,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,4.0,3.0,4.0
Wed Sep 04 2019 08:33:34 GMT-0700 (北美太平洋夏令时间), Genius,"Dallas, TX",Current Employee ,Its not for everyone,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,5.0,5.0,3.0
Tue Sep 17 2019 13:55:08 GMT-0700 (北美太平洋夏令时间), Tech Expert,"Novi, MI",Current Employee ,I recommend anyone to have the experience,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,4.0,3.0,4.0,3.0
Mon Sep 02 2019 20:11:53 GMT-0700 (北美太平洋夏令时间), Front Desk Associate,,Former Employee ,"Front Desk Associate great company , great benefits , great environment",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,4.0,2.0,4.0,1.0
Mon Sep 16 2019 18:22:01 GMT-0700 (北美太平洋夏令时间), T1 IOS,,Current Employee ,"Apple Values, Call Center Metrics",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,4.0,3.0,4.0,3.0
Mon Sep 16 2019 23:21:02 GMT-0700 (北美太平洋夏令时间), Engineer,,Current Employee ,Your mileage may vary,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,2.0,2.0,3.0,3.0,1.0
Sun Sep 01 2019 18:29:25 GMT-0700 (北美太平洋夏令时间), Web Designer,"Cupertino, CA",Current Employee ,Best job ever,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 02 2019 09:38:58 GMT-0700 (北美太平洋夏令时间), Technical Expert,,Current Employee ,Awesome,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,3.0,3.0,5.0,1.0
Mon Sep 16 2019 22:05:07 GMT-0700 (北美太平洋夏令时间),,, ,Ten years of amazing growth and development. Two years of disappointment and a disappearing culture,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,,,,,
Sun Sep 01 2019 16:23:39 GMT-0700 (北美太平洋夏令时间), Analyst,,Current Employee ,Exciting place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Sun Sep 01 2019 07:54:03 GMT-0700 (北美太平洋夏令时间), Retail Specialist,"Fort Myers, FL",Former Employee ,Great Company with Amazing benefits!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,4.0,5.0,4.0
Tue Aug 20 2019 19:27:06 GMT-0700 (北美太平洋夏令时间), Senior Software Engineer,,Current Employee ,"Good compensation, could make big impact",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,4.0,5.0,5.0,5.0
Sat Aug 31 2019 09:52:53 GMT-0700 (北美太平洋夏令时间), Expert,,Current Employee ,Keep it simple,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,3.0,4.0,3.0
Sat Sep 14 2019 06:30:53 GMT-0700 (北美太平洋夏令时间), Developer,,Former Employee ,it's ok,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,3.0,3.0,4.0,3.0
Thu Aug 29 2019 22:59:08 GMT-0700 (北美太平洋夏令时间), Specialist,,Current Employee ,Company that treats it's employees great,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Aug 30 2019 07:43:11 GMT-0700 (北美太平洋夏令时间), Specialist,"Orlando, FL",Former Employee ,"Great people, busy environment, good benefits.",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,4.0,5.0,5.0,4.0
Fri Aug 30 2019 10:17:58 GMT-0700 (北美太平洋夏令时间), Operations Specialiist,"Washington, DC",Current Employee ,Just started and Im in Love,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,4.0,4.0,5.0
Wed Aug 28 2019 09:40:48 GMT-0700 (北美太平洋夏令时间), Operation Specialist,"Glendale, WI",Former Employee ,Learn and move on,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,4.0,4.0,3.0
Fri Aug 30 2019 12:07:09 GMT-0700 (北美太平洋夏令时间), Manager,"Tacoma, WA",Current Employee ,Apple Manager,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,3.0,5.0,3.0
Fri Sep 13 2019 05:22:19 GMT-0700 (北美太平洋夏令时间), Technical Expert,"Pittsburgh, PA",Current Employee ,"All in all, I don’t regret it",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,2.0,5.0,2.0,2.0,3.0
Mon Sep 09 2019 17:21:22 GMT-0700 (北美太平洋夏令时间),,"Austin, TX",Current Employee ,Excellent place if you’re a 20 year old single person with no family that you’re committed to,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,1.0,2.0,1.0,2.0,1.0
Thu Sep 12 2019 06:22:12 GMT-0700 (北美太平洋夏令时间), PZ Specialist,"Manhattan Beach, CA",Former Employee ,"Okay Company, expect frequent burnouts!",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,2.0,2.0,4.0,2.0
Mon Aug 26 2019 11:00:43 GMT-0700 (北美太平洋夏令时间), Technical Specialist,,Current Employee ,Great Job During University,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,4.0,4.0,2.0,5.0,4.0
Wed Aug 28 2019 12:33:56 GMT-0700 (北美太平洋夏令时间), Genius,,Former Employee ,Retail store,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,1.0,1.0,2.0,5.0,2.0
Thu Sep 12 2019 12:10:28 GMT-0700 (北美太平洋夏令时间), Genius,"Chicago, IL",Former Employee ,Stressful,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,2.0,3.0,3.0,5.0,1.0
Tue Aug 27 2019 15:31:34 GMT-0700 (北美太平洋夏令时间), Genius Administrator,,Current Employee ,Fast Paced,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Tue Sep 10 2019 14:51:24 GMT-0700 (北美太平洋夏令时间), Apple Technical Specialist,"Newport Beach, CA",Former Employee ,Great starter job!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,2.0,2.0,5.0,1.0
Tue Sep 10 2019 18:11:59 GMT-0700 (北美太平洋夏令时间), Apple Genius,"New York, NY",Current Employee ,Fun but need second job,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,2.0,5.0,4.0,2.0,3.0
Wed Oct 02 2019 06:32:23 GMT-0700 (北美太平洋夏令时间), Facility Coordinator,,Former Employee ,Be Careful!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,2.0,2.0,1.0
Mon Aug 19 2019 15:46:11 GMT-0700 (北美太平洋夏令时间), Technical Specialist,"Chicago, IL",Current Employee ,Solid Gig For Whatever Your Goals May Be,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,4.0,4.0,5.0,4.0
Tue Aug 27 2019 00:26:37 GMT-0700 (北美太平洋夏令时间), Hardware Engineer,,Former Employee ,Highly paid but long hours,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,5.0,5.0,5.0,5.0
Mon Sep 09 2019 14:31:26 GMT-0700 (北美太平洋夏令时间), Apple Genius,"Houston, TX",Current Employee ,"Good Starter, Poor Long Term",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,2.0,2.0,4.0,2.0
Mon Sep 09 2019 16:08:47 GMT-0700 (北美太平洋夏令时间), Tech Specialist,"Dallas, TX",Former Employee ,Ups and downs,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,3.0,3.0,3.0,2.0
Tue Sep 10 2019 12:39:26 GMT-0700 (北美太平洋夏令时间), Specialist,"Miami, FL",Current Employee ,Times are changing,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,4.0,2.0,2.0,5.0,4.0
Mon Aug 26 2019 00:01:58 GMT-0700 (北美太平洋夏令时间), Specialist,,Current Employee ,Culture is Amazing,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,2.0,5.0,3.0,4.0,3.0
Mon Sep 09 2019 16:37:14 GMT-0700 (北美太平洋夏令时间), Business Systems Analyst,"Austin, TX",Former Employee ,Depends on your manager - Its either Heaven or Hell!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,3.0,1.0,2.0,3.0,1.0
Mon Sep 09 2019 18:52:18 GMT-0700 (北美太平洋夏令时间), Technical Advisor,"Boston, MA",Former Employee ,Okay place,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",2.0,1.0,2.0,1.0,4.0,1.0
Thu Aug 22 2019 08:42:42 GMT-0700 (北美太平洋夏令时间), Field Operations,"San Jose, CA",Current Employee ,Great company to work for,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,4.0,5.0,4.0,3.0
Mon Aug 26 2019 12:13:26 GMT-0700 (北美太平洋夏令时间), GPU Verification Engineer,"Austin, TX",Current Employee ,Apple is a Great Place to Work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Sun Sep 08 2019 17:01:10 GMT-0700 (北美太平洋夏令时间), Technical Specialist,"Braintree, MA",Current Employee ,Eh,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,3.0,3.0,4.0,4.0
Mon Sep 09 2019 00:01:00 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Project management and consistently innovate at a global scale.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,5.0,2.0,4.0,2.0
Sat Aug 24 2019 19:21:30 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Good job with great benefits but no way to move up,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,2.0,4.0,3.0
Sun Aug 25 2019 04:50:42 GMT-0700 (北美太平洋夏令时间), Technical Support Specialist,,Current Employee ,...,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,2.0,4.0,1.0,4.0,2.0
Fri Aug 23 2019 20:12:08 GMT-0700 (北美太平洋夏令时间), Product Specialist,,Former Employee ,Best Retail Job,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,4.0,5.0,4.0
Thu Aug 22 2019 23:09:24 GMT-0700 (北美太平洋夏令时间), Business Expert,"San Diego, CA",Current Employee ,Why compare Apple to oranges?,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,4.0,5.0,4.0,5.0,3.0
Thu Aug 22 2019 18:38:36 GMT-0700 (北美太平洋夏令时间), Specialist,"Los Angeles, CA",Current Employee ,"Supportive, but sales heavy",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,5.0,3.0,4.0,4.0
Thu Aug 22 2019 22:59:51 GMT-0700 (北美太平洋夏令时间), Specialist,"San Luis Obispo, CA",Current Employee ,Meet great people both customer and colleagues,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,4.0,3.0,3.0,3.0
Tue Sep 03 2019 15:33:10 GMT-0700 (北美太平洋夏令时间), Writer,"Sunnyvale, CA",Current Employee ,Kiss Work-Life Balance Goodbye,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,1.0,3.0,3.0,1.0
Fri Sep 06 2019 00:29:49 GMT-0700 (北美太平洋夏令时间), Business Expert,"Fort Lauderdale, FL",Current Employee ,Great Place for a young person,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,3.0,4.0,3.0,4.0,2.0
Wed Sep 25 2019 14:14:37 GMT-0700 (北美太平洋夏令时间), Mac Genius,,Former Employee ,Don’t fall for the trap. Apple has changed.,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,1.0,1.0,1.0,3.0,1.0
Thu Aug 22 2019 07:25:36 GMT-0700 (北美太平洋夏令时间), Engineer,"Cupertino, CA",Current Employee ,Great place to work and innovate,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,3.0,5.0,5.0,5.0,5.0
Thu Aug 22 2019 12:46:42 GMT-0700 (北美太平洋夏令时间), Customer Service Specialist,"Leawood, KS",Former Employee ,Great environment,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Sun Aug 18 2019 05:36:51 GMT-0700 (北美太平洋夏令时间), Technical Advisor,"Tallahassee, FL",Former Employee ,Work from home,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,2.0,5.0,2.0
Sat Aug 31 2019 13:58:33 GMT-0700 (北美太平洋夏令时间), Store Manager,"San Diego, CA",Former Employee ,No communication or life balance,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",3.0,1.0,5.0,2.0,3.0,3.0
Tue Aug 20 2019 19:51:00 GMT-0700 (北美太平洋夏令时间),,,Current Employee ,Great Company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Aug 21 2019 11:48:37 GMT-0700 (北美太平洋夏令时间), Apple Expert,,Current Employee ,Amazing company,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Wed Sep 25 2019 21:00:16 GMT-0700 (北美太平洋夏令时间), Program Manager,"Cupertino, CA",Former Employee ,"Toxic work culture, horrible management. No growth.",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",1.0,2.0,2.0,1.0,3.0,1.0
Fri Aug 16 2019 17:26:41 GMT-0700 (北美太平洋夏令时间), Genius Administrator,,Former Employee ,Great place to work,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,1.0,4.0,5.0,5.0,3.0
Mon Aug 19 2019 21:56:57 GMT-0700 (北美太平洋夏令时间), Retail Sales Associate,"Miami Beach, FL",Current Employee ,stressing but good experience overall,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,3.0,3.0,5.0,3.0
Tue Aug 20 2019 06:43:51 GMT-0700 (北美太平洋夏令时间), Sales Associate,,Former Employee ,Good could be better,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,,,,,
Tue Aug 20 2019 08:22:51 GMT-0700 (北美太平洋夏令时间), K12 Account Executive,"Boston, MA",Former Employee ,So much passion without strategic direction,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,5.0,4.0,4.0,5.0,3.0
Tue Aug 20 2019 12:34:29 GMT-0700 (北美太平洋夏令时间), Genius Administrator,"Dallas, TX",Former Employee ,Great Health Benefits,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,3.0,5.0,4.0,5.0,5.0
Sun Aug 18 2019 13:23:17 GMT-0700 (北美太平洋夏令时间), Genius,,Current Employee ,"Great company to work for, especially for a retail environment",Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,4.0,5.0,5.0
Sun Aug 18 2019 19:26:15 GMT-0700 (北美太平洋夏令时间),,, ,It’s great!,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Aug 19 2019 11:10:53 GMT-0700 (北美太平洋夏令时间), Solutions Consultant,,Current Employee ,Incredible Experience Every Day,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",5.0,,,,,
Tue Aug 13 2019 14:01:47 GMT-0700 (北美太平洋夏令时间), Specialist,"Greenwich, CT",Current Employee ,Good Job,Nam quis nulla. Integer malesuada. In in enim a arcu imperdiet.,"Etiam sapien elit, consequat eget, tristique non, venenatis quis, ante.",4.0,1.0,3.0,4.0,3.0,4.0
